kota,kecamatan,kelurahan,isJakarta,deskripsi
Banyumas,Lumbir,Kedunggede,false,"Jalur perbatasan barat Banyumas dengan distribusi deterjen cair dan pewangi pakaian tahan 14 hari."
Banyumas,Lumbir,Lumbir,false,"Jalur perbatasan barat Banyumas dengan distribusi deterjen cair dan pewangi pakaian tahan 14 hari."
Banyumas,Lumbir,Parungkamal,false,"Jalur perbatasan barat Banyumas dengan distribusi deterjen cair dan pewangi pakaian tahan 14 hari."
Banyumas,Patikraja,Kedungrandu,false,"Jalur selatan Purwokerto dengan suplai deterjen cuci karpet, noda pakaian, dan parfum laundry."
Banyumas,Patikraja,Kedungwringin,false,"Jalur selatan Purwokerto dengan suplai deterjen cuci karpet, noda pakaian, dan parfum laundry."
Banyumas,Patikraja,Kedungwuluh Kidul,false,"Jalur selatan Purwokerto dengan suplai deterjen cuci karpet, noda pakaian, dan parfum laundry."
Banyumas,Patikraja,Kedungwuluh Lor,false,"Jalur selatan Purwokerto dengan suplai deterjen cuci karpet, noda pakaian, dan parfum laundry."
Banyumas,Patikraja,Notog,false,"Jalur selatan Purwokerto dengan suplai deterjen cuci karpet, noda pakaian, dan parfum laundry."
Banyumas,Patikraja,Patikraja,false,"Jalur selatan Purwokerto dengan suplai deterjen cuci karpet, noda pakaian, dan parfum laundry."
Banyumas,Patikraja,Pegangsalan,false,"Jalur selatan Purwokerto dengan suplai deterjen cuci karpet, noda pakaian, dan parfum laundry."
Banyumas,Patikraja,Sawangan Wetan,false,"Jalur selatan Purwokerto dengan suplai deterjen cuci karpet, noda pakaian, dan parfum laundry."
Banyumas,Patikraja,Sidabowa,false,"Jalur selatan Purwokerto dengan suplai deterjen cuci karpet, noda pakaian, dan parfum laundry."
Banyumas,Patikraja,Sokawera,false,"Jalur selatan Purwokerto dengan suplai deterjen cuci karpet, noda pakaian, dan parfum laundry."
Banyumas,Patikraja,Wlahar Kulon,false,"Jalur selatan Purwokerto dengan suplai deterjen cuci karpet, noda pakaian, dan parfum laundry."
Banyumas,Pekuncen,Banjaranyar,false,"Lintas utara Banyumas dengan stok deterjen konsentrat ramah serat kain dan anti bakteri."
Banyumas,Pekuncen,Candinegara,false,"Lintas utara Banyumas dengan stok deterjen konsentrat ramah serat kain dan anti bakteri."
Banyumas,Pekuncen,Cibangkong,false,"Lintas utara Banyumas dengan stok deterjen konsentrat ramah serat kain dan anti bakteri."
Banyumas,Pekuncen,Cikawung,false,"Lintas utara Banyumas dengan stok deterjen konsentrat ramah serat kain dan anti bakteri."
Banyumas,Pekuncen,Cikembulan,false,"Lintas utara Banyumas dengan stok deterjen konsentrat ramah serat kain dan anti bakteri."
Banyumas,Pekuncen,Glempang,false,"Lintas utara Banyumas dengan stok deterjen konsentrat ramah serat kain dan anti bakteri."
Banyumas,Pekuncen,Karangkemiri,false,"Lintas utara Banyumas dengan stok deterjen konsentrat ramah serat kain dan anti bakteri."
Banyumas,Pekuncen,Karangklesem,false,"Lintas utara Banyumas dengan stok deterjen konsentrat ramah serat kain dan anti bakteri."
Banyumas,Pekuncen,Krajan,false,"Lintas utara Banyumas dengan stok deterjen konsentrat ramah serat kain dan anti bakteri."
Banyumas,Pekuncen,Kranggan,false,"Lintas utara Banyumas dengan stok deterjen konsentrat ramah serat kain dan anti bakteri."
Banyumas,Pekuncen,Pasiraman Kidul,false,"Lintas utara Banyumas dengan stok deterjen konsentrat ramah serat kain dan anti bakteri."
Banyumas,Pekuncen,Pasiraman Lor,false,"Lintas utara Banyumas dengan stok deterjen konsentrat ramah serat kain dan anti bakteri."
Banyumas,Pekuncen,Pekuncen,false,"Lintas utara Banyumas dengan stok deterjen konsentrat ramah serat kain dan anti bakteri."
Banyumas,Pekuncen,Petahunan,false,"Lintas utara Banyumas dengan stok deterjen konsentrat ramah serat kain dan anti bakteri."
Banyumas,Pekuncen,Semangkung,false,"Lintas utara Banyumas dengan stok deterjen konsentrat ramah serat kain dan anti bakteri."
Banyumas,Pekuncen,Tumiyang,false,"Lintas utara Banyumas dengan stok deterjen konsentrat ramah serat kain dan anti bakteri."
Banyumas,Purwojati,Galisalak,false,"Kawasan Banyumas barat dengan pasokan sabun cuci piring, karbol sereh, dan deterjen laundry."
Banyumas,Purwojati,Kaliiteng,false,"Kawasan Banyumas barat dengan pasokan sabun cuci piring, karbol sereh, dan deterjen laundry."
Banyumas,Purwojati,Kaliwangi,false,"Kawasan Banyumas barat dengan pasokan sabun cuci piring, karbol sereh, dan deterjen laundry."
Banyumas,Purwojati,Karangmangu,false,"Kawasan Banyumas barat dengan pasokan sabun cuci piring, karbol sereh, dan deterjen laundry."
Banyumas,Purwojati,Karangtalun Kidul,false,"Kawasan Banyumas barat dengan pasokan sabun cuci piring, karbol sereh, dan deterjen laundry."
Banyumas,Purwojati,Karangtalun Lor,false,"Kawasan Banyumas barat dengan pasokan sabun cuci piring, karbol sereh, dan deterjen laundry."
Banyumas,Purwojati,Klapagading,false,"Kawasan Banyumas barat dengan pasokan sabun cuci piring, karbol sereh, dan deterjen laundry."
Banyumas,Purwojati,Klapagading Kulon,false,"Kawasan Banyumas barat dengan pasokan sabun cuci piring, karbol sereh, dan deterjen laundry."
Banyumas,Purwojati,Purwojati,false,"Kawasan Banyumas barat dengan pasokan sabun cuci piring, karbol sereh, dan deterjen laundry."
Banyumas,Rawalo,Banjarparakan,false,"Jalur selatan Banyumas dengan pasokan chemical laundry lengkap bergaransi bersih dan wangi."
Banyumas,Rawalo,Losari,false,"Jalur selatan Banyumas dengan pasokan chemical laundry lengkap bergaransi bersih dan wangi."
Banyumas,Rawalo,Menganti,false,"Jalur selatan Banyumas dengan pasokan chemical laundry lengkap bergaransi bersih dan wangi."
Banyumas,Rawalo,Pesawahan,false,"Jalur selatan Banyumas dengan pasokan chemical laundry lengkap bergaransi bersih dan wangi."
Banyumas,Rawalo,Rawalo,false,"Jalur selatan Banyumas dengan pasokan chemical laundry lengkap bergaransi bersih dan wangi."
Banyumas,Rawalo,Sanggreman,false,"Jalur selatan Banyumas dengan pasokan chemical laundry lengkap bergaransi bersih dan wangi."
Banyumas,Rawalo,Sidamulih,false,"Jalur selatan Banyumas dengan pasokan chemical laundry lengkap bergaransi bersih dan wangi."
Banyumas,Rawalo,Sukoharjo,false,"Jalur selatan Banyumas dengan pasokan chemical laundry lengkap bergaransi bersih dan wangi."
Banyumas,Rawalo,Tambaknegara,false,"Jalur selatan Banyumas dengan pasokan chemical laundry lengkap bergaransi bersih dan wangi."
Banyumas,Somagede,Kanding,false,"Wilayah timur Banyumas dengan suplai deterjen cuci selimut, pelicin setrika, dan sabun cair."
Banyumas,Somagede,Kemawi,false,"Wilayah timur Banyumas dengan suplai deterjen cuci selimut, pelicin setrika, dan sabun cair."
Banyumas,Somagede,Klinting,false,"Wilayah timur Banyumas dengan suplai deterjen cuci selimut, pelicin setrika, dan sabun cair."
Banyumas,Somagede,Piasa Kulon,false,"Wilayah timur Banyumas dengan suplai deterjen cuci selimut, pelicin setrika, dan sabun cair."
Banyumas,Somagede,Plana,false,"Wilayah timur Banyumas dengan suplai deterjen cuci selimut, pelicin setrika, dan sabun cair."
Banyumas,Somagede,Sokawera,false,"Wilayah timur Banyumas dengan suplai deterjen cuci selimut, pelicin setrika, dan sabun cair."
Banyumas,Somagede,Somagede,false,"Wilayah timur Banyumas dengan suplai deterjen cuci selimut, pelicin setrika, dan sabun cair."
Banyumas,Somagede,Tanggeran,false,"Wilayah timur Banyumas dengan suplai deterjen cuci selimut, pelicin setrika, dan sabun cair."
Banyumas,Sumbang,Banjarsari Kulon,false,"Kawasan timur Purwokerto dengan pengiriman jerigen deterjen langsung untuk usaha laundry."
Banyumas,Sumbang,Banjarsari Wetan,false,"Kawasan timur Purwokerto dengan pengiriman jerigen deterjen langsung untuk usaha laundry."
Banyumas,Sumbang,Ciberem,false,"Kawasan timur Purwokerto dengan pengiriman jerigen deterjen langsung untuk usaha laundry."
Banyumas,Sumbang,Datar,false,"Kawasan timur Purwokerto dengan pengiriman jerigen deterjen langsung untuk usaha laundry."
Banyumas,Sumbang,Gandatapa,false,"Kawasan timur Purwokerto dengan pengiriman jerigen deterjen langsung untuk usaha laundry."
Banyumas,Sumbang,Karangcegak,false,"Kawasan timur Purwokerto dengan pengiriman jerigen deterjen langsung untuk usaha laundry."
Banyumas,Sumbang,Karanggintung,false,"Kawasan timur Purwokerto dengan pengiriman jerigen deterjen langsung untuk usaha laundry."
Banyumas,Sumbang,Karangturi,false,"Kawasan timur Purwokerto dengan pengiriman jerigen deterjen langsung untuk usaha laundry."
Banyumas,Sumbang,Kawungcarang,false,"Kawasan timur Purwokerto dengan pengiriman jerigen deterjen langsung untuk usaha laundry."
Banyumas,Sumbang,Kebanggan,false,"Kawasan timur Purwokerto dengan pengiriman jerigen deterjen langsung untuk usaha laundry."
Banyumas,Sumbang,Kedungmalang,false,"Kawasan timur Purwokerto dengan pengiriman jerigen deterjen langsung untuk usaha laundry."
Banyumas,Sumbang,Kotayasa,false,"Kawasan timur Purwokerto dengan pengiriman jerigen deterjen langsung untuk usaha laundry."
Banyumas,Sumbang,Limbangan,false,"Kawasan timur Purwokerto dengan pengiriman jerigen deterjen langsung untuk usaha laundry."
Banyumas,Sumbang,Sikapat,false,"Kawasan timur Purwokerto dengan pengiriman jerigen deterjen langsung untuk usaha laundry."
Banyumas,Sumbang,Silado,false,"Kawasan timur Purwokerto dengan pengiriman jerigen deterjen langsung untuk usaha laundry."
Banyumas,Sumbang,Sumbang,false,"Kawasan timur Purwokerto dengan pengiriman jerigen deterjen langsung untuk usaha laundry."
Banyumas,Sumbang,Susukan,false,"Kawasan timur Purwokerto dengan pengiriman jerigen deterjen langsung untuk usaha laundry."
Banyumas,Sumbang,Tambaksogra,false,"Kawasan timur Purwokerto dengan pengiriman jerigen deterjen langsung untuk usaha laundry."
Banyumas,Sumpiuh,Bogangin,false,"Kota transit tenggara Banyumas dengan pasokan grosir deterjen matic, karbol, dan parfum."
Banyumas,Sumpiuh,Karanggedang,false,"Kota transit tenggara Banyumas dengan pasokan grosir deterjen matic, karbol, dan parfum."
Banyumas,Sumpiuh,Kemiri,false,"Kota transit tenggara Banyumas dengan pasokan grosir deterjen matic, karbol, dan parfum."
Banyumas,Sumpiuh,Ketinggem,false,"Kota transit tenggara Banyumas dengan pasokan grosir deterjen matic, karbol, dan parfum."
Banyumas,Sumpiuh,Kradenan,false,"Kota transit tenggara Banyumas dengan pasokan grosir deterjen matic, karbol, dan parfum."
Banyumas,Sumpiuh,Kuntili,false,"Kota transit tenggara Banyumas dengan pasokan grosir deterjen matic, karbol, dan parfum."
Banyumas,Sumpiuh,Lebeng,false,"Kota transit tenggara Banyumas dengan pasokan grosir deterjen matic, karbol, dan parfum."
Banyumas,Sumpiuh,Nusadadi,false,"Kota transit tenggara Banyumas dengan pasokan grosir deterjen matic, karbol, dan parfum."
Banyumas,Sumpiuh,Pandak,false,"Kota transit tenggara Banyumas dengan pasokan grosir deterjen matic, karbol, dan parfum."
Banyumas,Sumpiuh,Selandaka,false,"Kota transit tenggara Banyumas dengan pasokan grosir deterjen matic, karbol, dan parfum."
Banyumas,Sumpiuh,Sumpiuh,false,"Kota transit tenggara Banyumas dengan pasokan grosir deterjen matic, karbol, dan parfum."
Banyumas,Tambak,Buniayu,false,"Ujung timur Banyumas dengan pengiriman deterjen cair rendah busa dan pewangi tahan lama."
Banyumas,Tambak,Gebangsari,false,"Ujung timur Banyumas dengan pengiriman deterjen cair rendah busa dan pewangi tahan lama."
Banyumas,Tambak,Gumelar Kidul,false,"Ujung timur Banyumas dengan pengiriman deterjen cair rendah busa dan pewangi tahan lama."
Banyumas,Tambak,Gumelar Lor,false,"Ujung timur Banyumas dengan pengiriman deterjen cair rendah busa dan pewangi tahan lama."
Banyumas,Tambak,Kamulyan,false,"Ujung timur Banyumas dengan pengiriman deterjen cair rendah busa dan pewangi tahan lama."
Banyumas,Tambak,Karangpetir,false,"Ujung timur Banyumas dengan pengiriman deterjen cair rendah busa dan pewangi tahan lama."
Banyumas,Tambak,Karangpucung,false,"Ujung timur Banyumas dengan pengiriman deterjen cair rendah busa dan pewangi tahan lama."
Banyumas,Tambak,Plangkapan,false,"Ujung timur Banyumas dengan pengiriman deterjen cair rendah busa dan pewangi tahan lama."
Banyumas,Tambak,Prembun,false,"Ujung timur Banyumas dengan pengiriman deterjen cair rendah busa dan pewangi tahan lama."
Banyumas,Tambak,Purwodadi,false,"Ujung timur Banyumas dengan pengiriman deterjen cair rendah busa dan pewangi tahan lama."
Banyumas,Tambak,Watuagung,false,"Ujung timur Banyumas dengan pengiriman deterjen cair rendah busa dan pewangi tahan lama."
Banyumas,Wangon,Banteran,false,"Pusat ekonomi barat daya Banyumas dengan suplai bahan kimia pembersih dan perlengkapan laundry."
Banyumas,Wangon,Cikakak,false,"Pusat ekonomi barat daya Banyumas dengan suplai bahan kimia pembersih dan perlengkapan laundry."
Banyumas,Wangon,Jambu,false,"Pusat ekonomi barat daya Banyumas dengan suplai bahan kimia pembersih dan perlengkapan laundry."
Banyumas,Wangon,Jurangbahas,false,"Pusat ekonomi barat daya Banyumas dengan suplai bahan kimia pembersih dan perlengkapan laundry."
Banyumas,Wangon,Klapagading,false,"Pusat ekonomi barat daya Banyumas dengan suplai bahan kimia pembersih dan perlengkapan laundry."
Banyumas,Wangon,Klapagading Kulon,false,"Pusat ekonomi barat daya Banyumas dengan suplai bahan kimia pembersih dan perlengkapan laundry."
Banyumas,Wangon,Pangadegan,false,"Pusat ekonomi barat daya Banyumas dengan suplai bahan kimia pembersih dan perlengkapan laundry."
Banyumas,Wangon,Randegan,false,"Pusat ekonomi barat daya Banyumas dengan suplai bahan kimia pembersih dan perlengkapan laundry."
Banyumas,Wangon,Rawaheng,false,"Pusat ekonomi barat daya Banyumas dengan suplai bahan kimia pembersih dan perlengkapan laundry."
Banyumas,Wangon,Wangon,false,"Pusat ekonomi barat daya Banyumas dengan suplai bahan kimia pembersih dan perlengkapan laundry."
Banyumas,Wangon,Windunegara,false,"Pusat ekonomi barat daya Banyumas dengan suplai bahan kimia pembersih dan perlengkapan laundry."
Banyumas,Wangon,Wlahar,false,"Pusat ekonomi barat daya Banyumas dengan suplai bahan kimia pembersih dan perlengkapan laundry."
