kota,kecamatan,kelurahan,isJakarta,deskripsi
Banjarnegara,Sigaluh,Gembongan,false,Wilayah lembah dan perbukitan dengan aktivitas pertanian dan perdagangan.
Banjarnegara,Sigaluh,Karangmangu,false,Wilayah lembah dan perbukitan dengan aktivitas pertanian dan perdagangan.
Banjarnegara,Sigaluh,Kemiri,false,Wilayah lembah dan perbukitan dengan aktivitas pertanian dan perdagangan.
Banjarnegara,Sigaluh,Panawaren,false,Wilayah lembah dan perbukitan dengan aktivitas pertanian dan perdagangan.
Banjarnegara,Sigaluh,Prigi,false,Wilayah lembah dan perbukitan dengan aktivitas pertanian dan perdagangan.
Banjarnegara,Sigaluh,Pringamba,false,Wilayah lembah dan perbukitan dengan aktivitas pertanian dan perdagangan.
Banjarnegara,Sigaluh,Randegan,false,Wilayah lembah dan perbukitan dengan aktivitas pertanian dan perdagangan.
Banjarnegara,Sigaluh,Sawal,false,Wilayah lembah dan perbukitan dengan aktivitas pertanian dan perdagangan.
Banjarnegara,Sigaluh,Sigaluh,false,Wilayah lembah dan perbukitan dengan aktivitas pertanian dan perdagangan.
Banjarnegara,Sigaluh,Singomerto,false,Wilayah lembah dan perbukitan dengan aktivitas pertanian dan perdagangan.
Banjarnegara,Sigaluh,Tunggara,false,Wilayah lembah dan perbukitan dengan aktivitas pertanian dan perdagangan.
Banjarnegara,Sigaluh,Wanacipta,false,Wilayah lembah dan perbukitan dengan aktivitas pertanian dan perdagangan.
Banjarnegara,Sigaluh,Kalibenda,false,Wilayah lembah dan perbukitan dengan aktivitas pertanian dan perdagangan.
Banjarnegara,Susukan,Berta,false,Wilayah barat Banjarnegara dengan aktivitas pertanian dan perdagangan masyarakat.
Banjarnegara,Susukan,Brengkok,false,Wilayah barat Banjarnegara dengan aktivitas pertanian dan perdagangan masyarakat.
Banjarnegara,Susukan,Derik,false,Wilayah barat Banjarnegara dengan aktivitas pertanian dan perdagangan masyarakat.
Banjarnegara,Susukan,Dermasari,false,Wilayah barat Banjarnegara dengan aktivitas pertanian dan perdagangan masyarakat.
Banjarnegara,Susukan,Gumelem Kulon,false,Wilayah barat Banjarnegara dengan aktivitas pertanian dan perdagangan masyarakat.
Banjarnegara,Susukan,Gumelem Wetan,false,Wilayah barat Banjarnegara dengan aktivitas pertanian dan perdagangan masyarakat.
Banjarnegara,Susukan,Karangjati,false,Wilayah barat Banjarnegara dengan aktivitas pertanian dan perdagangan masyarakat.
Banjarnegara,Susukan,Karangsalam,false,Wilayah barat Banjarnegara dengan aktivitas pertanian dan perdagangan masyarakat.
Banjarnegara,Susukan,Kedawung,false,Wilayah barat Banjarnegara dengan aktivitas pertanian dan perdagangan masyarakat.
Banjarnegara,Susukan,Kemranggon,false,Wilayah barat Banjarnegara dengan aktivitas pertanian dan perdagangan masyarakat.
Banjarnegara,Susukan,Pakikiran,false,Wilayah barat Banjarnegara dengan aktivitas pertanian dan perdagangan masyarakat.
Banjarnegara,Susukan,Panerusan Kulon,false,Wilayah barat Banjarnegara dengan aktivitas pertanian dan perdagangan masyarakat.
Banjarnegara,Susukan,Panerusan Wetan,false,Wilayah barat Banjarnegara dengan aktivitas pertanian dan perdagangan masyarakat.
Banjarnegara,Susukan,Piasa Wetan,false,Wilayah barat Banjarnegara dengan aktivitas pertanian dan perdagangan masyarakat.
Banjarnegara,Susukan,Susukan,false,Wilayah barat Banjarnegara dengan aktivitas pertanian dan perdagangan masyarakat.
Banjarnegara,Wanadadi,Gumingsir,false,"Wilayah tengah Banjarnegara dengan aktivitas pertanian, perdagangan, dan pemukiman."
Banjarnegara,Wanadadi,Kandangwangi,false,"Wilayah tengah Banjarnegara dengan aktivitas pertanian, perdagangan, dan pemukiman."
Banjarnegara,Wanadadi,Karangjambe,false,"Wilayah tengah Banjarnegara dengan aktivitas pertanian, perdagangan, dan pemukiman."
Banjarnegara,Wanadadi,Karangkemiri,false,"Wilayah tengah Banjarnegara dengan aktivitas pertanian, perdagangan, dan pemukiman."
Banjarnegara,Wanadadi,Kasalib,false,"Wilayah tengah Banjarnegara dengan aktivitas pertanian, perdagangan, dan pemukiman."
Banjarnegara,Wanadadi,Lemahjaya,false,"Wilayah tengah Banjarnegara dengan aktivitas pertanian, perdagangan, dan pemukiman."
Banjarnegara,Wanadadi,Linggasari,false,"Wilayah tengah Banjarnegara dengan aktivitas pertanian, perdagangan, dan pemukiman."
Banjarnegara,Wanadadi,Medayu,false,"Wilayah tengah Banjarnegara dengan aktivitas pertanian, perdagangan, dan pemukiman."
Banjarnegara,Wanadadi,Tapen,false,"Wilayah tengah Banjarnegara dengan aktivitas pertanian, perdagangan, dan pemukiman."
Banjarnegara,Wanadadi,Wanadadi,false,"Wilayah tengah Banjarnegara dengan aktivitas pertanian, perdagangan, dan pemukiman."
Banjarnegara,Wanadadi,Wanakarsa,false,"Wilayah tengah Banjarnegara dengan aktivitas pertanian, perdagangan, dan pemukiman."
Banjarnegara,Wanayasa,Balun,false,Wilayah pegunungan dengan aktivitas pertanian dan pariwisata.
Banjarnegara,Wanayasa,Bantar,false,Wilayah pegunungan dengan aktivitas pertanian dan pariwisata.
Banjarnegara,Wanayasa,Dawuhan,false,Wilayah pegunungan dengan aktivitas pertanian dan pariwisata.
Banjarnegara,Wanayasa,Jatilawang,false,Wilayah pegunungan dengan aktivitas pertanian dan pariwisata.
Banjarnegara,Wanayasa,Karangtengah,false,Wilayah pegunungan dengan aktivitas pertanian dan pariwisata.
Banjarnegara,Wanayasa,Kasimpar,false,Wilayah pegunungan dengan aktivitas pertanian dan pariwisata.
Banjarnegara,Wanayasa,Kubang,false,Wilayah pegunungan dengan aktivitas pertanian dan pariwisata.
Banjarnegara,Wanayasa,Legoksayem,false,Wilayah pegunungan dengan aktivitas pertanian dan pariwisata.
Banjarnegara,Wanayasa,Pagergunung,false,Wilayah pegunungan dengan aktivitas pertanian dan pariwisata.
Banjarnegara,Wanayasa,Pandansari,false,Wilayah pegunungan dengan aktivitas pertanian dan pariwisata.
Banjarnegara,Wanayasa,Penanggungan,false,Wilayah pegunungan dengan aktivitas pertanian dan pariwisata.
Banjarnegara,Wanayasa,Kalideres,false,Wilayah pegunungan dengan aktivitas pertanian dan pariwisata.
Banjarnegara,Wanayasa,Susukan,false,Wilayah pegunungan dengan aktivitas pertanian dan pariwisata.
Banjarnegara,Wanayasa,Suwidak,false,Wilayah pegunungan dengan aktivitas pertanian dan pariwisata.
Banjarnegara,Wanayasa,Tempuran,false,Wilayah pegunungan dengan aktivitas pertanian dan pariwisata.
Banjarnegara,Wanayasa,Wanaraja,false,Wilayah pegunungan dengan aktivitas pertanian dan pariwisata.
Banjarnegara,Wanayasa,Wanayasa,false,Wilayah pegunungan dengan aktivitas pertanian dan pariwisata.
